system:index;ST;ST_unc;coverage;sensor;system:time_start;time_gmt1
1_1_2_LE07_196028_20020129;3.29429372;5.79;1.003420798;LANDSAT_7;1.01E+12;2002-01-29T09:11:51
1_1_1_2_LT05_195028_20020130;3.67369394;2.33;0.957916217;LANDSAT_5;1.01E+12;2002-01-30T08:55:48
1_1_2_LE07_195028_20020207;6.22353686;2.86;0.957916217;LANDSAT_7;1.01E+12;2002-02-07T09:05:47
1_1_1_2_LT05_196028_20020310;8.06243162;2.34;1.003420798;LANDSAT_5;1.02E+12;2002-03-10T09:01:11
1_1_2_LE07_195028_20020311;7.101968;2.26;0.957916217;LANDSAT_7;1.02E+12;2002-03-11T09:05:49
1_1_2_LE07_195028_20020327;7.23185276;4.88;0.957916217;LANDSAT_7;1.02E+12;2002-03-27T09:05:43
1_1_2_LE07_195028_20020514;12.46142336;1.91;0.957916217;LANDSAT_7;1.02E+12;2002-05-14T09:05:37
1_1_2_LE07_196028_20020521;18.381434;2.01;1.003420798;LANDSAT_7;1.02E+12;2002-05-21T09:11:47
1_1_2_LE07_195028_20020530;16.65875192;2.18;0.957916217;LANDSAT_7;1.02E+12;2002-05-30T09:05:31
1_1_1_2_LT05_196028_20020614;21.53626646;2.53;1.003420798;LANDSAT_5;1.02E+12;2002-06-14T08:59:19
1_1_2_LE07_195028_20020615;21.74134766;2.14;0.957916217;LANDSAT_7;1.02E+12;2002-06-15T09:05:25
1_1_2_LE07_196028_20020622;25.80537344;2.79;1.003420798;LANDSAT_7;1.02E+12;2002-06-22T09:11:33
1_1_2_LE07_195028_20020701;22.33950116;1.77;0.957916217;LANDSAT_7;1.03E+12;2002-07-01T09:05:20
1_1_2_LE07_196028_20020708;22.35317324;2;1.003420798;LANDSAT_7;1.03E+12;2002-07-08T09:11:30
1_1_2_LE07_195028_20020818;19.92296102;3.49;0.957916217;LANDSAT_7;1.03E+12;2002-08-18T09:05:03
1_1_2_LE07_195028_20021005;15.38724848;2.15;0.957916217;LANDSAT_7;1.03E+12;2002-10-05T09:04:37
1_1_2_LE07_196028_20021028;11.67527876;2.17;1.003420798;LANDSAT_7;1.04E+12;2002-10-28T09:10:52
1_1_2_LE07_196028_20030201;5.28016334;2.69;1.003420798;LANDSAT_7;1.04E+12;2003-02-01T09:11:38
1_1_2_LE07_196028_20030217;4.23424922;2.63;1.003420798;LANDSAT_7;1.05E+12;2003-02-17T09:11:45
1_1_2_LE07_195028_20030226;2.69955824;2.24;0.957916217;LANDSAT_7;1.05E+12;2003-02-26T09:05:33
1_1_2_LE07_196028_20030305;3.14731886;2.22;1.003420798;LANDSAT_7;1.05E+12;2003-03-05T09:11:48
1_1_2_LE07_195028_20030314;6.08339804;2.19;0.957916217;LANDSAT_7;1.05E+12;2003-03-14T09:05:38
1_1_2_LE07_195028_20030330;8.56146254;2.23;0.957916217;LANDSAT_7;1.05E+12;2003-03-30T09:05:36
1_1_2_LE07_196028_20030406;8.25384074;2.2;1.003420798;LANDSAT_7;1.05E+12;2003-04-06T09:11:50
1_1_2_LE07_195028_20030415;4.44274844;5.08;0.957916217;LANDSAT_7;1.05E+12;2003-04-15T09:05:39
1_1_2_LE07_196028_20030422;12.40331702;2.16;1.003420798;LANDSAT_7;1.05E+12;2003-04-22T09:11:48
1_1_2_LE07_195028_20030501;10.93356842;2.93;0.957916217;LANDSAT_7;1.05E+12;2003-05-01T09:05:40
1_1_1_2_LT05_195028_20030626;24.97137656;3.02;0.957916217;LANDSAT_5;1.06E+12;2003-06-26T08:52:58
1_1_1_2_LT05_196028_20030719;24.59539436;2.27;1.003420798;LANDSAT_5;1.06E+12;2003-07-19T08:59:33
1_1_1_2_LT05_196028_20030804;25.68232472;2.63;1.003420798;LANDSAT_5;1.06E+12;2003-08-04T08:59:52
1_1_2_LE07_196028_20030812;25.90791404;2.11;1.003420798;LANDSAT_7;1.06E+12;2003-08-12T09:11:29
1_1_1_2_LT05_195028_20030813;25.4909156;2.35;0.957916217;LANDSAT_5;1.06E+12;2003-08-13T08:53:49
1_1_1_2_LT05_195028_20030914;17.70466604;2.54;0.957916217;LANDSAT_5;1.06E+12;2003-09-14T08:54:24
1_1_1_2_LT05_196028_20030921;19.69053566;3.71;1.003420798;LANDSAT_5;1.06E+12;2003-09-21T09:00:41
1_1_1_2_LT05_195028_20030930;14.41311278;2.32;0.957916217;LANDSAT_5;1.06E+12;2003-09-30T08:54:35
1_1_2_LE07_195028_20031211;7.2386888;2.18;0.957916217;LANDSAT_7;1.07E+12;2003-12-11T09:05:39
1_1_2_LE07_196028_20031218;7.18058246;4.84;1.003420798;LANDSAT_7;1.07E+12;2003-12-18T09:11:53
1_1_2_LE07_196028_20040204;4.22057714;2.83;1.003420798;LANDSAT_7;1.08E+12;2004-02-04T09:12:10
1_1_2_LE07_195028_20040316;7.04727968;2.08;0.957916217;LANDSAT_7;1.08E+12;2004-03-16T09:06:10
1_1_1_2_LT05_195028_20040511;11.18991992;3.89;0.957916217;LANDSAT_5;1.08E+12;2004-05-11T08:57:21
1_1_1_2_LT05_196028_20040518;14.3310803;2.54;1.003420798;LANDSAT_5;1.08E+12;2004-05-18T09:03:43
1_1_2_LE07_195028_20040519;15.08988074;2.14;0.957916217;LANDSAT_7;1.08E+12;2004-05-19T09:06:05
1_1_2_LE07_196028_20040526;13.6987466;3.41;1.003420798;LANDSAT_7;1.09E+12;2004-05-26T09:12:14
1_1_1_2_LT05_195028_20040714;18.1079924;2.32;0.957916217;LANDSAT_5;1.09E+12;2004-07-14T08:59:11
1_1_2_LE07_195028_20040722;23.26236656;2.22;0.957916217;LANDSAT_7;1.09E+12;2004-07-22T09:05:50
1_1_2_LE07_196028_20040729;20.79455612;2.24;0.844904936;LANDSAT_7;1.09E+12;2004-07-29T09:11:56
1_1_1_2_LT05_195028_20040730;22.40786156;2.7;0.957916217;LANDSAT_5;1.09E+12;2004-07-30T08:59:33
1_1_1_2_LT05_196028_20040907;22.59243464;2.68;1.003420798;LANDSAT_5;1.09E+12;2004-09-07T09:06:43
1_1_1_2_LT05_195028_20040916;19.60850318;2.62;0.957916217;LANDSAT_5;1.10E+12;2004-09-16T09:00:46
1_1_2_LE07_195028_20050130;4.2991916;3.05;0.957916217;LANDSAT_7;1.11E+12;2005-01-30T09:06:21
1_1_2_LE07_196028_20050206;2.55258338;6.14;1.003420798;LANDSAT_7;1.11E+12;2005-02-06T09:12:36
1_1_1_2_LT05_195028_20050207;4.76404232;2.39;0.957916217;LANDSAT_5;1.11E+12;2005-02-07T09:03:18
1_1_1_2_LT05_196028_20050302;5.07166412;2.42;1.003420798;LANDSAT_5;1.11E+12;2005-03-02T09:09:52
1_1_2_LE07_195028_20050303;4.70251796;3.82;0.957916217;LANDSAT_7;1.11E+12;2005-03-03T09:06:35
1_1_1_2_LT05_195028_20050311;6.27480716;2.39;0.957916217;LANDSAT_5;1.11E+12;2005-03-11T09:03:49
1_1_1_2_LT05_196028_20050318;7.785572;2.41;1.003420798;LANDSAT_5;1.11E+12;2005-03-18T09:10:04
1_1_2_LE07_195028_20050404;10.99509278;2.88;0.957916217;LANDSAT_7;1.11E+12;2005-04-04T09:06:32
1_1_2_LE07_196028_20050529;23.48453786;2.38;1.003420798;LANDSAT_7;1.12E+12;2005-05-29T09:12:39
1_1_1_2_LT05_195028_20050615;16.18706516;2.43;0.957916217;LANDSAT_5;1.12E+12;2005-06-15T09:04:26
1_1_1_2_LT05_196028_20050622;23.43326756;4.03;1.003420798;LANDSAT_5;1.12E+12;2005-06-22T09:10:39
1_1_2_LE07_195028_20050623;22.42495166;2.58;0.907094276;LANDSAT_7;1.12E+12;2005-06-23T09:06:19
1_1_2_LE07_196028_20050630;23.61784064;2.72;1.003420798;LANDSAT_7;1.12E+12;2005-06-30T09:12:29
1_1_2_LE07_196028_20050716;20.95862108;2.29;1.003420798;LANDSAT_7;1.12E+12;2005-07-16T09:12:30
1_1_2_LE07_196028_20050801;23.03677724;2.23;1.003420798;LANDSAT_7;1.12E+12;2005-08-01T09:12:28
1_1_1_2_LT05_196028_20050809;21.92250272;2.21;1.003420798;LANDSAT_5;1.12E+12;2005-08-09T09:11:05
1_1_2_LE07_196028_20050902;21.47132408;2.79;1.003420798;LANDSAT_7;1.13E+12;2005-09-02T09:12:16
1_1_1_2_LT05_196028_20050926;17.90974724;2.86;1.003420798;LANDSAT_5;1.13E+12;2005-09-26T09:11:10
1_1_2_LE07_196028_20051121;10.2978167;2.98;1.003420798;LANDSAT_7;1.13E+12;2005-11-21T09:12:37
1_1_1_2_LT05_195028_20051122;9.94917866;2.87;0.957916217;LANDSAT_5;1.13E+12;2005-11-22T09:05:29
1_1_1_2_LT05_195028_20060210;4.34704388;2.75;0.957916217;LANDSAT_5;1.14E+12;2006-02-10T09:07:19
1_1_2_LE07_195028_20060407;7.03018958;2.17;0.957916217;LANDSAT_7;1.14E+12;2006-04-07T09:06:57
1_1_2_LE07_196028_20060414;8.12395598;4.82;1.003420798;LANDSAT_7;1.15E+12;2006-04-14T09:13:06
1_1_1_2_LT05_196028_20060422;13.59278798;3.89;1.003420798;LANDSAT_5;1.15E+12;2006-04-22T09:14:53
1_1_2_LE07_196028_20060430;10.93698644;2.22;1.003420798;LANDSAT_7;1.15E+12;2006-04-30T09:13:07
1_1_1_2_LT05_196028_20060524;14.37209654;2.33;1.003420798;LANDSAT_5;1.15E+12;2006-05-24T09:15:17
1_1_1_2_LT05_196028_20060609;13.99953236;2.34;1.003420798;LANDSAT_5;1.15E+12;2006-06-09T09:15:34
1_1_2_LE07_195028_20060610;12.8955119;1.49;0.957916217;LANDSAT_7;1.15E+12;2006-06-10T09:06:55
1_1_2_LE07_195028_20060626;22.60610672;2.46;0.957916217;LANDSAT_7;1.15E+12;2006-06-26T09:06:50
1_1_2_LE07_196028_20060703;22.47963998;2.72;1.003420798;LANDSAT_7;1.15E+12;2006-07-03T09:12:58
1_1_1_2_LT05_196028_20060711;24.2091581;2.76;1.003420798;LANDSAT_5;1.15E+12;2006-07-11T09:16:05
1_1_2_LE07_195028_20060712;26.55733784;2.83;0.853192282;LANDSAT_7;1.15E+12;2006-07-12T09:06:43
1_1_2_LE07_196028_20060719;25.2516542;2.25;1.003420798;LANDSAT_7;1.15E+12;2006-07-19T09:12:50
1_1_1_2_LT05_195028_20060720;26.83761548;2.7;0.957916217;LANDSAT_5;1.15E+12;2006-07-20T09:10:01
1_1_1_2_LT05_196028_20060727;25.17303974;2.85;1.003420798;LANDSAT_5;1.15E+12;2006-07-27T09:16:17
1_1_2_LE07_196028_20060820;18.80526848;3.86;1.003420798;LANDSAT_7;1.16E+12;2006-08-20T09:12:44
1_1_1_2_LT05_195028_20060821;19.17099662;2.55;0.957916217;LANDSAT_5;1.16E+12;2006-08-21T09:10:23
1_1_1_2_LT05_195028_20060906;18.89071898;3.4;0.957916217;LANDSAT_5;1.16E+12;2006-09-06T09:10:35
1_1_1_2_LT05_196028_20060929;18.53866292;2.46;1.003420798;LANDSAT_5;1.16E+12;2006-09-29T09:17:02
1_1_1_2_LT05_196028_20061015;15.85893524;2.44;1.003420798;LANDSAT_5;1.16E+12;2006-10-15T09:17:13
1_1_1_2_LT05_196028_20061218;8.0077433;3.67;1.003420798;LANDSAT_5;1.17E+12;2006-12-18T09:17:46
1_1_1_2_LT05_196028_20070220;5.15711462;3.51;1.003420798;LANDSAT_5;1.17E+12;2007-02-20T09:18:04
1_1_2_LE07_196028_20070316;8.12053796;2.06;1.003420798;LANDSAT_7;1.17E+12;2007-03-16T09:13:36
1_1_2_LE07_195028_20070410;11.96581046;1.92;0.957916217;LANDSAT_7;1.18E+12;2007-04-10T09:07:25
1_1_2_LE07_196028_20070417;15.32572412;3.67;1.003420798;LANDSAT_7;1.18E+12;2007-04-17T09:13:35
1_1_1_2_LT05_196028_20070628;17.11334858;2.32;1.003420798;LANDSAT_5;1.18E+12;2007-06-28T09:16:53
1_1_2_LE07_195028_20070715;21.06116168;2.16;0.957916217;LANDSAT_7;1.18E+12;2007-07-15T09:07:06
1_1_2_LE07_195028_20070731;18.77108828;1.8;0.957916217;LANDSAT_7;1.19E+12;2007-07-31T09:07:02
1_1_1_2_LT05_195028_20070824;19.70762576;2.58;0.957916217;LANDSAT_5;1.19E+12;2007-08-24T09:10:09
1_1_1_2_LT05_196028_20070831;19.4581103;2.21;1.003420798;LANDSAT_5;1.19E+12;2007-08-31T09:16:15
1_1_2_LE07_196028_20070908;17.88923912;2.6;1.003420798;LANDSAT_7;1.19E+12;2007-09-08T09:12:56
1_1_1_2_LT05_196028_20070916;18.4327043;2.5;1.003420798;LANDSAT_5;1.19E+12;2007-09-16T09:16:09
1_1_2_LE07_196028_20070924;17.90632922;2.34;0.844904936;LANDSAT_7;1.19E+12;2007-09-24T09:12:51
1_1_2_LE07_195028_20071019;14.56350566;2.15;0.957916217;LANDSAT_7;1.19E+12;2007-10-19T09:06:44
1_1_2_LE07_196028_20071127;7.70695754;3.01;1.003420798;LANDSAT_7;1.20E+12;2007-11-27T09:13:17
1_1_2_LE07_195028_20080123;5.57753108;2.19;0.957916217;LANDSAT_7;1.20E+12;2008-01-23T09:07:15
1_1_2_LE07_196028_20080215;5.59462118;3.05;1.003420798;LANDSAT_7;1.20E+12;2008-02-15T09:13:21
1_1_1_2_LT05_195028_20080319;6.27138914;2.34;0.957916217;LANDSAT_5;1.21E+12;2008-03-19T09:06:50
1_1_1_2_LT05_195028_20080404;7.28654108;3.29;0.957916217;LANDSAT_5;1.21E+12;2008-04-04T09:06:28
1_1_1_2_LT05_195028_20080506;11.4770336;3.9;0.957916217;LANDSAT_5;1.21E+12;2008-05-06T09:05:39
1_1_1_2_LT05_196028_20080513;15.72905048;2.27;1.003420798;LANDSAT_5;1.21E+12;2008-05-13T09:11:39
1_1_2_LE07_196028_20080622;21.70716746;2.51;1.003420798;LANDSAT_7;1.21E+12;2008-06-22T09:12:45
1_1_1_2_LT05_195028_20080623;23.28971072;2.69;0.957916217;LANDSAT_5;1.21E+12;2008-06-23T09:04:22
1_1_1_2_LT05_196028_20080630;22.7564996;3.05;1.003420798;LANDSAT_5;1.21E+12;2008-06-30T09:10:21
1_1_1_2_LT05_196028_20080716;20.23058282;2.37;1.003420798;LANDSAT_5;1.22E+12;2008-07-16T09:09:53
1_1_2_LE07_196028_20080724;19.19492276;3.54;1.003420798;LANDSAT_7;1.22E+12;2008-07-24T09:12:22
1_1_2_LE07_196028_20080809;20.86291652;2.24;1.003420798;LANDSAT_7;1.22E+12;2008-08-09T09:12:17
1_1_1_2_LT05_196028_20080902;20.4151559;2.28;1.003420798;LANDSAT_5;1.22E+12;2008-09-02T09:08:31
1_1_1_2_LT05_195028_20080927;14.50881734;2.33;0.957916217;LANDSAT_5;1.22E+12;2008-09-27T09:01:36
1_1_1_2_LT05_196028_20090313;6.02187368;2.38;1.003420798;LANDSAT_5;1.24E+12;2009-03-13T09:09:35
1_1_2_LE07_196028_20090321;6.06630794;3.35;1.003420798;LANDSAT_7;1.24E+12;2009-03-21T09:13:17
1_1_1_2_LT05_195028_20090322;5.67665366;2.39;0.957916217;LANDSAT_5;1.24E+12;2009-03-22T09:03:36
1_1_2_LE07_196028_20090422;11.89403204;2.23;1.003420798;LANDSAT_7;1.24E+12;2009-04-22T09:13:27
1_1_2_LE07_195028_20090501;10.80368366;3.58;0.957916217;LANDSAT_7;1.24E+12;2009-05-01T09:07:18
1_1_1_2_LT05_196028_20090516;13.00147052;3.77;1.003420798;LANDSAT_5;1.24E+12;2009-05-16T09:10:52
1_1_2_LE07_195028_20090602;12.82373348;2.18;0.806990547;LANDSAT_7;1.24E+12;2009-06-02T09:07:20
1_1_1_2_LT05_195028_20090610;13.22705984;2.36;0.957916217;LANDSAT_5;1.24E+12;2009-06-10T09:05:08
1_1_2_LE07_195028_20090618;22.21303442;3.73;0.957916217;LANDSAT_7;1.25E+12;2009-06-18T09:07:19
1_1_2_LE07_195028_20090720;19.42051208;2.2;0.907094276;LANDSAT_7;1.25E+12;2009-07-20T09:07:12
1_1_2_LE07_196028_20090727;21.77894588;2.34;1.003420798;LANDSAT_7;1.25E+12;2009-07-27T09:13:21
1_1_1_2_LT05_195028_20090728;20.18614856;2.44;0.957916217;LANDSAT_5;1.25E+12;2009-07-28T09:05:57
1_1_2_LE07_196028_20090812;21.63538904;2.48;1.003420798;LANDSAT_7;1.25E+12;2009-08-12T09:13:15
1_1_1_2_LT05_196028_20090820;25.51142372;2.69;1.003420798;LANDSAT_5;1.25E+12;2009-08-20T09:12:28
1_1_2_LE07_196028_20090828;24.83465576;2.81;1.003420798;LANDSAT_7;1.25E+12;2009-08-28T09:13:15
1_1_1_2_LT05_195028_20090829;19.60850318;5.02;0.957916217;LANDSAT_5;1.25E+12;2009-08-29T09:06:26
1_1_1_2_LT05_196028_20090905;18.56258906;2.5;1.003420798;LANDSAT_5;1.25E+12;2009-09-05T09:12:42
1_1_2_LE07_195028_20090906;19.15732454;2.12;0.957916217;LANDSAT_7;1.25E+12;2009-09-06T09:07:04
1_1_1_2_LT05_195028_20090914;17.7661904;2.35;0.957916217;LANDSAT_5;1.25E+12;2009-09-14T09:06:39
1_1_1_2_LT05_195028_20090930;17.42097038;2.41;0.957916217;LANDSAT_5;1.25E+12;2009-09-30T09:06:51
1_1_1_2_LT05_195028_20091016;13.87648364;2.31;0.957916217;LANDSAT_5;1.26E+12;2009-10-16T09:07:01
1_1_2_LE07_195028_20091227;6.59268302;2.24;0.957916217;LANDSAT_7;1.26E+12;2009-12-27T09:08:07
1_1_2_LE07_196028_20100119;4.74011618;3.65;1.003420798;LANDSAT_7;1.26E+12;2010-01-19T09:14:39
1_1_1_2_LT05_195028_20100221;4.21032308;2.37;0.957916217;LANDSAT_5;1.27E+12;2010-02-21T09:07:49
1_1_2_LE07_195028_20100301;5.79628436;2.08;0.957916217;LANDSAT_7;1.27E+12;2010-03-01T09:08:56
1_1_2_LE07_196028_20100308;4.22057714;2.2;1.003420798;LANDSAT_7;1.27E+12;2010-03-08T09:15:10
1_1_2_LE07_196028_20100324;6.11416022;2.23;1.003420798;LANDSAT_7;1.27E+12;2010-03-24T09:15:15
1_1_2_LE07_195028_20100402;7.0506977;2.16;0.957916217;LANDSAT_7;1.27E+12;2010-04-02T09:09:06
1_1_2_LE07_196028_20100409;7.5804908;3.82;1.003420798;LANDSAT_7;1.27E+12;2010-04-09T09:15:18
1_1_1_2_LT05_196028_20100417;8.63665898;5.68;1.003420798;LANDSAT_5;1.27E+12;2010-04-17T09:13:58
1_1_1_2_LT05_196028_20100604;15.06253658;4.08;1.003420798;LANDSAT_5;1.28E+12;2010-06-04T09:13:46
1_1_2_LE07_195028_20100605;17.76960842;2.4;0.957916217;LANDSAT_7;1.28E+12;2010-06-05T09:09:02
1_1_2_LE07_196028_20100628;22.16176412;2.4;1.003420798;LANDSAT_7;1.28E+12;2010-06-28T09:15:16
1_1_1_2_LT05_195028_20100629;20.3126153;3.05;0.957916217;LANDSAT_5;1.28E+12;2010-06-29T09:07:27
1_1_2_LE07_195028_20100707;22.60610672;2.16;0.957916217;LANDSAT_7;1.28E+12;2010-07-07T09:09:06
1_1_2_LE07_196028_20100714;23.75456144;3.74;1.003420798;LANDSAT_7;1.28E+12;2010-07-14T09:15:18
1_1_1_2_LT05_195028_20100731;21.5260124;2.29;0.957916217;LANDSAT_5;1.28E+12;2010-07-31T09:07:19
1_1_2_LE07_195028_20100808;21.0303995;4.02;0.957916217;LANDSAT_7;1.28E+12;2010-08-08T09:09:06
1_1_2_LE07_196028_20100831;18.19686092;3.44;1.003420798;LANDSAT_7;1.28E+12;2010-08-31T09:15:21
1_1_1_2_LT05_195028_20100901;16.99029986;2.21;0.957916217;LANDSAT_5;1.28E+12;2010-09-01T09:07:10
1_1_1_2_LT05_195028_20101003;16.23149942;2.3;0.957916217;LANDSAT_5;1.29E+12;2010-10-03T09:06:58
