system:index;ST;ST_unc;coverage;sensor;system:time_start;time_gmt1
1_1_2_LE07_196028_20171122;8.7767978;3.01;1.003420798;LANDSAT_7;1.51E+12;2017-11-22T09:25:38
1_2_LC08_196028_20180101;6.87296066;2.45;1.003420798;LANDSAT_8;1.51E+12;2018-01-01T09:23:14
1_2_LC08_196028_20180202;5.88515288;3.03;1.003420798;LANDSAT_8;1.52E+12;2018-02-02T09:22:57
1_2_LC08_195028_20180227;4.07018426;2.46;0.957916217;LANDSAT_8;1.52E+12;2018-02-27T09:16:37
1_1_2_LE07_196028_20180314;6.31240538;2.68;1.003420798;LANDSAT_7;1.52E+12;2018-03-14T09:24:18
1_2_LC08_196028_20180322;6.02187368;2.16;1.003420798;LANDSAT_8;1.52E+12;2018-03-22T09:22:36
1_1_2_LE07_195028_20180323;6.75674798;2.2;0.957916217;LANDSAT_7;1.52E+12;2018-03-23T09:18:00
1_1_2_LE07_195028_20180424;17.0825864;2.03;0.957916217;LANDSAT_7;1.52E+12;2018-04-24T09:17:29
1_1_2_LE07_196028_20180517;12.6049802;2.2;0.844904936;LANDSAT_7;1.53E+12;2018-05-17T09:23:16
1_2_LC08_195028_20180518;14.86770944;2.28;0.957916217;LANDSAT_8;1.53E+12;2018-05-18T09:15:52
1_2_LC08_196028_20180525;21.43030784;3.58;1.003420798;LANDSAT_8;1.53E+12;2018-05-25T09:21:58
1_1_2_LE07_196028_20180602;19.21201286;2.37;1.003420798;LANDSAT_7;1.53E+12;2018-06-02T09:23:01
1_1_2_LE07_196028_20180618;20.6373272;3.33;1.003420798;LANDSAT_7;1.53E+12;2018-06-18T09:22:44
1_2_LC08_195028_20180619;22.18227224;3.54;0.957916217;LANDSAT_8;1.53E+12;2018-06-19T09:15:50
1_2_LC08_196028_20180626;19.24277504;2.83;1.003420798;LANDSAT_8;1.53E+12;2018-06-26T09:22:05
1_1_2_LE07_196028_20180704;22.71548336;3.81;1.003420798;LANDSAT_7;1.53E+12;2018-07-04T09:22:25
1_1_2_LE07_195028_20180713;21.70374944;2.3;0.957916217;LANDSAT_7;1.53E+12;2018-07-13T09:16:03
1_1_2_LE07_195028_20180729;23.46061172;2.37;0.957916217;LANDSAT_7;1.53E+12;2018-07-29T09:15:47
1_1_2_LE07_196028_20180805;25.77802928;2.78;1.003420798;LANDSAT_7;1.53E+12;2018-08-05T09:21:50
1_2_LC08_195028_20180806;26.04463484;2.64;0.957916217;LANDSAT_8;1.53E+12;2018-08-06T09:16:15
1_1_2_LE07_196028_20180821;23.63151272;2.6;1.003420798;LANDSAT_7;1.53E+12;2018-08-21T09:21:32
1_2_LC08_195028_20180907;22.26430472;2.99;0.957916217;LANDSAT_8;1.54E+12;2018-09-07T09:16:29
1_2_LC08_196028_20180930;18.7403261;3.36;1.003420798;LANDSAT_8;1.54E+12;2018-09-30T09:22:49
1_2_LC08_195028_20181009;17.00397194;2.1;0.957916217;LANDSAT_8;1.54E+12;2018-10-09T09:16:42
1_2_LC08_196028_20181016;15.45560888;3.35;1.003420798;LANDSAT_8;1.54E+12;2018-10-16T09:22:55
1_2_LC08_196028_20181101;11.8530158;2.1;1.003420798;LANDSAT_8;1.54E+12;2018-11-01T09:23:00
1_2_LC08_195028_20181212;7.91887478;2.19;0.957916217;LANDSAT_8;1.54E+12;2018-12-12T09:16:46
1_2_LC08_196028_20190104;6.63711728;2.84;1.003420798;LANDSAT_8;1.55E+12;2019-01-04T09:22:57
1_1_2_LE07_195028_20190121;6.05605388;2.23;0.957916217;LANDSAT_7;1.55E+12;2019-01-21T09:11:29
1_2_LC08_196028_20190205;5.15711462;2.15;1.003420798;LANDSAT_8;1.55E+12;2019-02-05T09:22:51
1_1_2_LE07_196028_20190213;5.8714808;3.03;1.003420798;LANDSAT_7;1.55E+12;2019-02-13T09:16:58
1_2_LC08_195028_20190214;6.32265944;1.8;0.957916217;LANDSAT_8;1.55E+12;2019-02-14T09:16:39
1_2_LC08_196028_20190221;6.8456165;2.14;1.003420798;LANDSAT_8;1.55E+12;2019-02-21T09:22:48
1_2_LC08_196028_20190325;10.007285;2.11;1.003420798;LANDSAT_8;1.55E+12;2019-03-25T09:22:39
1_1_2_LE07_196028_20190402;9.40571348;2.2;1.003420798;LANDSAT_7;1.55E+12;2019-04-02T09:15:25
1_2_LC08_196028_20190410;10.2123662;2.24;1.003420798;LANDSAT_8;1.55E+12;2019-04-10T09:22:34
1_2_LC08_195028_20190419;15.20609342;2.07;0.957916217;LANDSAT_8;1.56E+12;2019-04-19T09:16:20
1_2_LC08_196028_20190512;10.08248144;2.91;1.003420798;LANDSAT_8;1.56E+12;2019-05-12T09:22:37
1_1_2_LE07_195028_20190513;9.34760714;2.22;0.957916217;LANDSAT_7;1.56E+12;2019-05-13T09:07:43
1_1_2_LE07_196028_20190605;19.95030518;3.77;1.003420798;LANDSAT_7;1.56E+12;2019-06-05T09:13:03
1_2_LC08_196028_20190613;18.04305002;3.46;1.003420798;LANDSAT_8;1.56E+12;2019-06-13T09:22:54
1_2_LC08_196028_20190629;23.55289826;3.42;1.003420798;LANDSAT_8;1.56E+12;2019-06-29T09:22:59
1_1_2_LE07_196028_20190707;23.19742418;2.84;1.003420798;LANDSAT_7;1.56E+12;2019-07-07T09:11:51
1_2_LC08_195028_20190708;25.1491136;3.53;0.957916217;LANDSAT_8;1.56E+12;2019-07-08T09:16:50
1_1_2_LE07_196028_20190723;24.16472384;2.66;1.003420798;LANDSAT_7;1.56E+12;2019-07-23T09:11:14
1_2_LC08_195028_20190724;26.13350336;2.07;0.957916217;LANDSAT_8;1.56E+12;2019-07-24T09:16:54
1_2_LC08_196028_20190731;22.74282752;3.53;1.003420798;LANDSAT_8;1.56E+12;2019-07-31T09:23:08
1_1_2_LE07_195028_20190801;22.06605956;2.22;0.957916217;LANDSAT_7;1.56E+12;2019-08-01T09:04:41
1_1_2_LE07_196028_20190808;23.47086578;2.57;1.003420798;LANDSAT_7;1.57E+12;2019-08-08T09:10:35
1_2_LC08_195028_20190809;23.90837234;2.32;0.957916217;LANDSAT_8;1.57E+12;2019-08-09T09:17:00
1_1_2_LE07_195028_20190817;23.508464;2.34;0.957916217;LANDSAT_7;1.57E+12;2019-08-17T09:04:01
1_1_2_LE07_196028_20190824;19.77256814;2.26;1.003420798;LANDSAT_7;1.57E+12;2019-08-24T09:09:54
1_2_LC08_195028_20190825;22.0045352;1.38;0.957916217;LANDSAT_8;1.57E+12;2019-08-25T09:17:05
1_2_LC08_196028_20190917;19.22226692;3.82;1.003420798;LANDSAT_8;1.57E+12;2019-09-17T09:23:22
1_2_LC08_196028_20191003;15.59232968;2.09;1.003420798;LANDSAT_8;1.57E+12;2019-10-03T09:23:26
1_1_2_LE07_196028_20191011;14.42678486;3.41;1.003420798;LANDSAT_7;1.57E+12;2019-10-11T09:07:51
1_1_2_LE07_196028_20191027;9.00922316;3.15;0.866450748;LANDSAT_7;1.57E+12;2019-10-27T09:07:10
1_1_2_LE07_196028_20191230;6.45596222;3.87;1.003420798;LANDSAT_7;1.58E+12;2019-12-30T09:04:04
1_2_LC08_196028_20200107;7.01993552;2.17;1.003420798;LANDSAT_8;1.58E+12;2020-01-07T09:23:17
1_1_2_LE07_196028_20200115;7.07804186;3.03;1.003420798;LANDSAT_7;1.58E+12;2020-01-15T09:03:15
1_2_LC08_195028_20200116;7.5634007;1.55;0.957916217;LANDSAT_8;1.58E+12;2020-01-16T09:17:04
1_2_LC08_196028_20200224;7.14982028;3.45;1.003420798;LANDSAT_8;1.58E+12;2020-02-24T09:23:04
1_1_2_LE07_196028_20200303;6.88663274;3.01;1.003420798;LANDSAT_7;1.58E+12;2020-03-03T09:00:47
1_2_LC08_195028_20200304;4.49060072;2.15;0.957916217;LANDSAT_8;1.58E+12;2020-03-04T09:16:50
1_2_LC08_196028_20200327;8.26067678;2.04;1.003420798;LANDSAT_8;1.59E+12;2020-03-27T09:22:50
1_2_LC08_195028_20200405;11.17282982;1.53;0.957916217;LANDSAT_8;1.59E+12;2020-04-05T09:16:34
1_2_LC08_196028_20200412;14.78225894;2.1;1.003420798;LANDSAT_8;1.59E+12;2020-04-12T09:22:42
1_1_2_LE07_195028_20200413;11.67186074;2.19;0.957916217;LANDSAT_7;1.59E+12;2020-04-13T08:52:19
1_2_LC08_195028_20200507;14.83352924;1.63;0.957916217;LANDSAT_8;1.59E+12;2020-05-07T09:16:18
1_2_LC08_196028_20200530;16.60064558;3.6;1.003420798;LANDSAT_8;1.59E+12;2020-05-30T09:22:33
1_1_2_LE07_195028_20200531;14.94974192;2.17;0.957916217;LANDSAT_7;1.59E+12;2020-05-31T08:49:25
1_1_2_LE07_195028_20200616;18.17977082;2.81;0.957916217;LANDSAT_7;1.59E+12;2020-06-16T08:48:30
1_1_2_LE07_196028_20200623;19.81358438;2.53;1.003420798;LANDSAT_7;1.59E+12;2020-06-23T08:54:16
1_2_LC08_195028_20200624;22.38393542;2.64;0.957916217;LANDSAT_8;1.59E+12;2020-06-24T09:16:38
1_2_LC08_196028_20200701;22.79409782;2.67;1.003420798;LANDSAT_8;1.59E+12;2020-07-01T09:22:52
1_1_2_LE07_195028_20200718;20.98254722;1.83;0.957916217;LANDSAT_7;1.60E+12;2020-07-18T08:46:34
1_1_2_LE07_196028_20200725;23.90495432;2.32;1.003420798;LANDSAT_7;1.60E+12;2020-07-25T08:52:19
1_2_LC08_195028_20200811;22.13100194;4.53;0.957916217;LANDSAT_8;1.60E+12;2020-08-11T09:16:52
1_2_LC08_196028_20200818;25.0294829;2.39;1.003420798;LANDSAT_8;1.60E+12;2020-08-18T09:23:07
1_1_2_LE07_195028_20200819;19.44443822;2.86;0.957916217;LANDSAT_7;1.60E+12;2020-08-19T08:44:34
1_1_2_LE07_196028_20200826;22.98208892;2.55;1.003420798;LANDSAT_7;1.60E+12;2020-08-26T08:50:17
1_2_LC08_195028_20200912;23.6964551;2.38;0.957916217;LANDSAT_8;1.60E+12;2020-09-12T09:17:08
1_2_LC08_195028_20201014;11.62742648;4.21;0.957916217;LANDSAT_8;1.60E+12;2020-10-14T09:17:14
1_1_2_LE07_196028_20201114;11.60350034;3.76;0.940322236;LANDSAT_7;1.61E+12;2020-11-14T08:45:01
1_2_LC08_196028_20201122;8.99555108;3.94;1.003420798;LANDSAT_8;1.61E+12;2020-11-22T09:23:24
1_2_LC08_196028_20201208;6.88321472;2.25;1.003420798;LANDSAT_8;1.61E+12;2020-12-08T09:23:26
1_2_LC08_195028_20210118;6.42520004;2.12;0.957916217;LANDSAT_8;1.61E+12;2021-01-18T09:17:03
1_2_LC08_196028_20210226;8.0248334;1.89;1.003420798;LANDSAT_8;1.61E+12;2021-02-26T09:23:05
1_1_2_LE07_195028_20210227;6.85245254;2.19;0.957916217;LANDSAT_7;1.61E+12;2021-02-27T08:31:12
1_2_LC08_195028_20210323;7.94621894;1.67;0.957916217;LANDSAT_8;1.62E+12;2021-03-23T09:16:42
1_2_LC08_196028_20210330;11.2206821;4.38;1.003420798;LANDSAT_8;1.62E+12;2021-03-30T09:22:52
1_1_2_LE07_196028_20210407;7.5634007;3.89;1.003420798;LANDSAT_7;1.62E+12;2021-04-07T08:34:15
1_2_LC08_195028_20210408;9.66206498;1.8;0.957916217;LANDSAT_8;1.62E+12;2021-04-08T09:16:38
1_2_LC08_196028_20210415;8.58197066;2.11;1.003420798;LANDSAT_8;1.62E+12;2021-04-15T09:22:46
1_1_2_LE07_196028_20210423;9.38862338;3.84;1.003420798;LANDSAT_7;1.62E+12;2021-04-23T08:32:54
1_2_LC08_195028_20210424;13.46290322;1.67;0.957916217;LANDSAT_8;1.62E+12;2021-04-24T09:16:31
1_2_LC08_195028_20210526;10.50973394;3.57;0.957916217;LANDSAT_8;1.62E+12;2021-05-26T09:16:36
1_1_2_LE07_196028_20210610;18.98300552;2.51;1.003420798;LANDSAT_7;1.62E+12;2021-06-10T08:28:52
1_2_LC08_195028_20210611;22.81118792;2.07;0.957916217;LANDSAT_8;1.62E+12;2021-06-11T09:16:43
1_2_LC08_196028_20210720;21.02014544;3.66;1.003420798;LANDSAT_8;1.63E+12;2021-07-20T09:23:02
1_2_LC08_195028_20210729;23.06753942;2.06;0.957916217;LANDSAT_8;1.63E+12;2021-07-29T09:16:56
1_2_LC08_195028_20210814;25.12518746;2.65;0.957916217;LANDSAT_8;1.63E+12;2021-08-14T09:17:02
1_2_LC08_196028_20210821;23.2350224;2.23;1.003420798;LANDSAT_8;1.63E+12;2021-08-21T09:23:15
1_1_2_LE07_196028_20210829;20.0220836;3.54;1.003420798;LANDSAT_7;1.63E+12;2021-08-29T08:22:01
1_2_LC08_195028_20210830;20.93811296;4.86;0.957916217;LANDSAT_8;1.63E+12;2021-08-30T09:17:07
1_2_LC08_196028_20210906;21.94301084;2.36;1.003420798;LANDSAT_8;1.63E+12;2021-09-06T09:23:20
1_2_LC08_196028_20210922;19.85801864;3.35;1.003420798;LANDSAT_8;1.63E+12;2021-09-22T09:23:23
1_1_2_LE07_196028_20210930;15.17874926;2.87;1.003420798;LANDSAT_7;1.63E+12;2021-09-30T08:19:11
1_2_LC08_195028_20211001;18.27547538;1.63;0.957916217;LANDSAT_8;1.63E+12;2021-10-01T09:17:16
1_1_2_LE07_196028_20211016;14.24904782;2.14;1.003420798;LANDSAT_7;1.63E+12;2021-10-16T08:17:46
1_2_LC08_195028_20211017;14.6728823;2.1;0.957916217;LANDSAT_8;1.63E+12;2021-10-17T09:17:20
1_2_LC08_196028_20211024;13.35352658;3.37;1.003420798;LANDSAT_8;1.64E+12;2021-10-24T09:23:31
1_1_2_LE07_195028_20211025;12.72802892;2.23;0.957916217;LANDSAT_7;1.64E+12;2021-10-25T08:10:46
2_LC09_195028_20211106;11.8017455;3.23;0.957916217;LANDSAT_9;1.64E+12;2021-11-06T09:19:28
1_1_2_LE07_196028_20211203;7.14640226;3.49;1.003420798;LANDSAT_7;1.64E+12;2021-12-03T08:13:14
2_LC09_195028_20220113;5.8031204;2.12;0.957916217;LANDSAT_9;1.64E+12;2022-01-13T09:17:08
1_2_LC08_195028_20220121;6.03896378;2.17;0.957916217;LANDSAT_8;1.64E+12;2022-01-21T09:17:05
1_2_LC08_196028_20220128;6.65420738;2.18;1.003420798;LANDSAT_8;1.64E+12;2022-01-28T09:23:13
2_LC09_195028_20220129;6.55166678;2.12;0.957916217;LANDSAT_9;1.64E+12;2022-01-29T09:17:10
1_1_2_LE07_196028_20220205;6.71231372;2.18;1.003420798;LANDSAT_7;1.64E+12;2022-02-05T08:07:01
2_LC09_196028_20220205;7.14640226;2.11;1.003420798;LANDSAT_9;1.64E+12;2022-02-05T09:23:20
1_2_LC08_196028_20220213;6.51065054;3.44;1.003420798;LANDSAT_8;1.64E+12;2022-02-13T09:23:10
1_2_LC08_195028_20220222;7.00968146;2.11;0.957916217;LANDSAT_8;1.65E+12;2022-02-22T09:16:56
1_2_LC08_196028_20220301;6.51406856;2.16;1.003420798;LANDSAT_8;1.65E+12;2022-03-01T09:23:06
1_1_2_LE07_195028_20220302;5.89540694;2.23;0.957916217;LANDSAT_7;1.65E+12;2022-03-02T07:58:21
1_1_2_LE07_196028_20220309;6.24062696;3.55;1.003420798;LANDSAT_7;1.65E+12;2022-03-09T08:03:51
2_LC09_196028_20220309;7.36857356;2.12;1.003420798;LANDSAT_9;1.65E+12;2022-03-09T09:23:07
1_2_LC08_195028_20220310;8.06926766;1.85;0.957916217;LANDSAT_8;1.65E+12;2022-03-10T09:16:53
1_1_2_LE07_196028_20220325;8.74603562;3.5;1.003420798;LANDSAT_7;1.65E+12;2022-03-25T08:02:17
2_LC09_196028_20220325;9.89107232;3.7;1.003420798;LANDSAT_9;1.65E+12;2022-03-25T09:23:02
1_2_LC08_195028_20220326;10.64303672;1.56;0.957916217;LANDSAT_8;1.65E+12;2022-03-26T09:16:41
1_1_2_LE07_195028_20220403;7.20109058;3.79;0.957916217;LANDSAT_7;1.65E+12;2022-04-03T07:55:14
2_LC09_196028_20220410;7.8026621;3.23;1.003420798;LANDSAT_9;1.65E+12;2022-04-10T09:22:59
1_2_LC08_196028_20220418;10.81735574;2.57;1.003420798;LANDSAT_8;1.65E+12;2022-04-18T09:22:54
2_LC09_196028_20220426;9.33051704;5.66;1.003420798;LANDSAT_9;1.65E+12;2022-04-26T09:22:50
1_2_LC08_195028_20220427;11.28220646;1.52;0.957916217;LANDSAT_8;1.65E+12;2022-04-27T09:16:40
1_1_2_LE07_196028_20220511;16.06743446;3.49;1.003420798;LANDSAT_7;1.65E+12;2022-05-11T07:56:38
2_LC09_195028_20220521;19.50596258;2.14;0.957916217;LANDSAT_9;1.65E+12;2022-05-21T09:16:25
1_1_2_LE07_196028_20220528;19.01718572;3.46;1.003420798;LANDSAT_7;1.65E+12;2022-05-28T07:55:55
2_LC09_196028_20220528;19.9879034;2.04;1.003420798;LANDSAT_9;1.65E+12;2022-05-28T09:22:35
2_LC09_196028_20220629;24.00749492;2.27;1.003420798;LANDSAT_9;1.66E+12;2022-06-29T09:22:57
1_2_LC08_196028_20220707;24.03483908;2.19;1.003420798;LANDSAT_8;1.66E+12;2022-07-07T09:23:19
2_LC09_195028_20220708;23.3204729;1.89;0.957916217;LANDSAT_9;1.66E+12;2022-07-08T09:16:44
1_1_2_LE07_195028_20220713;22.02846134;2.35;0.957916217;LANDSAT_7;1.66E+12;2022-07-13T07:47:16
2_LC09_196028_20220715;24.7731314;3.52;1.003420798;LANDSAT_9;1.66E+12;2022-07-15T09:22:53
1_2_LC08_195028_20220716;24.74920526;1.99;0.957916217;LANDSAT_8;1.66E+12;2022-07-16T09:17:07
2_LC09_195028_20220724;27.10422104;2.07;0.957916217;LANDSAT_9;1.66E+12;2022-07-24T09:16:52
1_1_2_LE07_195028_20220730;23.67252896;2.13;0.957916217;LANDSAT_7;1.66E+12;2022-07-30T07:45:56
2_LC09_196028_20220731;26.42061704;3.6;1.003420798;LANDSAT_9;1.66E+12;2022-07-31T09:23:08
1_2_LC08_195028_20220801;26.37618278;2.04;0.957916217;LANDSAT_8;1.66E+12;2022-08-01T09:17:20
1_2_LC08_196028_20220808;25.54560392;3.6;1.003420798;LANDSAT_8;1.66E+12;2022-08-08T09:23:34
2_LC09_195028_20220809;25.217474;1.77;0.957916217;LANDSAT_9;1.66E+12;2022-08-09T09:17:03
1_1_2_LE07_195028_20220816;23.0812115;2.36;0.957916217;LANDSAT_7;1.66E+12;2022-08-16T07:44:29
2_LC09_196028_20220816;25.2687443;2.2;1.003420798;LANDSAT_9;1.66E+12;2022-08-16T09:23:17
1_1_2_LE07_196028_20220821;22.34975522;2.25;0.844904936;LANDSAT_7;1.66E+12;2022-08-21T07:49:50
2_LC09_195028_20220825;18.9283172;3.8;0.957916217;LANDSAT_9;1.66E+12;2022-08-25T09:17:08
2_LC09_196028_20220901;24.13396166;3.49;1.003420798;LANDSAT_9;1.66E+12;2022-09-01T09:23:19
1_1_2_LE07_195028_20220902;21.63880706;2.42;0.957916217;LANDSAT_7;1.66E+12;2022-09-02T07:42:54
1_2_LC08_196028_20220909;22.42495166;2.09;1.003420798;LANDSAT_8;1.66E+12;2022-09-09T09:23:40
2_LC09_196028_20220917;19.3726598;3.6;1.003420798;LANDSAT_9;1.66E+12;2022-09-17T09:23:23
1_2_LC08_195028_20220918;20.06993588;1.56;0.957916217;LANDSAT_8;1.66E+12;2022-09-18T09:17:33
1_2_LC08_195028_20221004;12.49902158;2.14;0.957916217;LANDSAT_8;1.66E+12;2022-10-04T09:17:31
1_1_2_LE07_195028_20221006;16.24175348;3.53;0.957916217;LANDSAT_7;1.67E+12;2022-10-06T07:39:17
1_2_LC08_196028_20221011;17.2193072;2;1.003420798;LANDSAT_8;1.67E+12;2022-10-11T09:23:36
2_LC09_196028_20221019;16.12895882;2.81;1.003420798;LANDSAT_9;1.67E+12;2022-10-19T09:23:32
1_2_LC08_196028_20221027;15.75981266;3.52;1.003420798;LANDSAT_8;1.67E+12;2022-10-27T09:23:43
